Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [�m/m]	A2 [�m/m]	A3 [�m/m]	A4 [�m/m]	A5 [�m/m]	A6 [�m/m]	A7 [�m/m]	AT [�C]	B1 [�m/m]	B2 [�m/m]	B3 [�m/m]	B4 [�m/m]	B5 [�m/m]	B6 [�m/m]	B7 [�m/m]	B8 [�m/m]	B9 [�m/m]	B10 [�m/m]	B11 [�m/m]	B12 [�m/m]	B13 [�m/m]	B14 [�m/m]	B15 [�m/m]	BT [�C]	D1 [�m/m]	D2 [�m/m]	D3 [�m/m]	D4 [�m/m]	D5 [�m/m]	D6 [�m/m]	D7 [�m/m]	DT [�C]	E1 [�m/m]	E2 [�m/m]	E3 [�m/m]	E4 [�m/m]	E5 [�m/m]	E6 [�m/m]	E7 [�m/m]	E8 [�m/m]	E9 [�m/m]	E10 [�m/m]	E11 [�m/m]	E12 [�m/m]	E13 [�m/m]	E14 [�m/m]	E15 [�m/m]	ET [�C]
12,08	1683226684	6070,0	137,57	175,07	139,37	160,18	112,55	140,16	106,39	27,85	126,71	147,57	78,12	165,41	165,36	162,28	100,55	161,83	46,06	89,80	124,71	112,60	175,22	95,06	111,43	27,77	78,99	142,95	144,11	59,29	101,30	2,873	305,98	27,02	104,41	100,52	58,48	143,87	144,63	90,59	121,14	113,99	52,23	10,71	43,24	106,36	110,38	150,66	337,18	27,00	
12,08	1683226684	6070,0	137,57	174,46	140,17	161,29	112,16	140,16	106,29	27,81	126,61	148,70	79,14	164,19	166,47	163,49	99,95	161,83	45,16	89,41	124,12	112,99	173,94	94,67	109,68	27,73	79,71	143,56	144,51	58,69	101,30	1,684	306,76	26,99	105,03	101,03	59,49	144,18	143,92	90,79	121,74	112,79	52,83	11,00	43,04	106,85	110,97	150,08	337,96	26,90	
12,08	1683226684	6070,0	137,98	174,16	139,37	159,88	112,75	139,67	105,40	27,92	127,33	148,70	78,94	166,12	164,75	163,18	101,46	161,63	45,86	89,41	124,91	114,56	172,86	95,45	109,68	27,70	79,71	143,66	143,91	59,89	101,90	2,575	306,17	27,11	104,41	100,21	58,78	145,19	144,42	90,99	121,44	112,79	51,34	10,51	43,34	105,96	109,69	149,20	337,67	27,00	
12,08	1683226684	6070,0	137,98	173,55	141,08	160,99	113,35	140,36	106,39	27,75	126,81	148,49	77,72	164,09	164,75	163,08	99,95	163,23	45,26	90,30	124,51	113,19	173,16	95,35	110,75	27,62	78,99	141,83	144,92	59,89	102,10	3,467	304,60	26,93	104,31	99,60	58,48	143,77	143,82	91,40	120,53	113,79	51,63	10,90	42,35	106,16	111,16	150,27	337,38	26,92	
12,09	1683226684	6070,0	137,16	174,16	140,78	160,08	111,86	139,57	105,21	27,77	127,02	149,11	78,94	164,70	165,86	163,08	100,95	162,53	45,86	89,01	125,99	112,20	173,65	94,57	111,04	27,87	79,71	143,05	144,71	60,29	101,30	2,476	306,37	27,04	104,62	101,54	59,29	143,57	143,92	90,79	120,53	112,99	52,83	10,21	42,94	107,14	109,40	149,30	336,21	26,97	
12,09	1683226684	6070,0	137,16	174,26	139,06	160,38	112,75	139,67	105,90	27,81	126,61	149,11	78,33	166,12	165,06	163,59	99,95	162,43	46,06	90,30	125,70	114,07	173,94	96,03	110,66	27,89	78,38	142,65	144,01	58,69	102,50	1,684	305,39	26,99	104,41	101,13	59,29	144,28	143,01	92,20	120,33	113,99	51,83	11,10	43,44	106,95	109,99	148,61	336,60	27,05	
12,09	1683226684	6070,0	136,96	174,16	140,58	160,58	112,85	139,67	106,09	27,71	126,71	148,09	78,94	166,12	165,46	163,49	100,35	162,13	45,86	89,21	124,51	113,68	173,26	96,52	110,36	27,62	78,38	143,05	144,01	60,09	101,70	2,476	305,98	26,97	103,69	101,03	59,60	144,38	143,21	91,19	120,53	113,29	53,43	11,30	43,24	106,95	109,60	149,98	337,18	26,85	
12,09	1683226684	6070,0	137,57	174,16	140,58	160,89	111,96	139,17	106,19	27,82	127,63	148,29	79,45	164,09	166,37	162,78	100,35	162,73	46,26	89,11	125,89	114,37	173,65	94,86	110,36	27,79	80,32	142,85	143,91	59,29	102,10	1,981	306,17	26,93	104,62	101,44	59,29	143,57	144,42	90,79	122,04	114,39	52,33	10,51	44,13	106,36	112,14	149,69	336,99	26,97	
12,09	1683226684	6070,0	137,57	173,95	140,17	160,28	112,36	139,76	106,88	27,74	126,71	148,29	78,33	166,12	165,56	163,89	99,35	162,83	45,66	89,41	125,30	113,58	174,82	96,72	110,07	27,82	80,32	143,77	144,11	60,09	101,90	3,170	306,17	26,89	103,59	100,52	59,49	144,99	144,02	91,80	121,64	113,49	52,83	11,10	43,54	106,36	109,79	149,30	337,47	27,06	
12,10	1683226684	6070,0	136,96	174,56	139,77	159,48	112,95	139,67	106,88	27,70	126,50	148,70	79,96	165,31	165,16	164,19	100,35	162,13	46,26	90,00	124,41	113,58	173,65	95,35	110,95	27,73	79,71	143,26	143,91	60,69	101,90	2,278	305,78	26,89	104,51	102,16	59,19	143,87	143,41	90,99	120,53	113,89	51,63	10,80	42,85	106,95	109,99	149,88	336,70	27,03	
12,10	1683226684	6070,0	137,78	173,04	139,67	161,09	112,75	140,26	106,39	27,85	126,92	148,90	79,35	164,90	165,36	163,69	100,75	162,23	45,96	89,01	124,02	114,17	173,26	94,57	109,68	27,82	79,71	143,26	143,91	59,89	102,30	2,476	307,36	26,97	104,82	101,65	58,98	143,97	144,12	91,40	120,94	112,89	52,63	11,30	42,65	107,05	109,99	149,88	337,96	27,05	
12,10	1683226684	6070,0	137,98	173,14	140,38	161,09	112,36	139,67	105,80	27,79	126,40	148,29	78,74	165,31	166,27	162,18	100,85	163,03	45,36	89,61	126,39	114,17	174,24	97,21	110,75	27,87	78,99	143,56	144,51	59,49	102,90	2,278	306,17	26,89	104,00	99,91	58,88	143,97	144,52	90,89	120,74	113,39	52,03	11,30	44,33	106,95	109,99	149,49	337,18	27,05	
12,10	1683226684	6070,0	137,57	172,73	141,28	160,48	113,35	139,76	105,90	27,74	126,92	147,57	78,53	166,12	166,98	163,49	100,95	163,73	46,26	90,20	124,41	113,97	174,53	95,45	109,49	27,77	78,99	142,65	144,51	59,59	100,21	2,080	306,76	26,82	104,72	101,03	58,27	144,28	144,02	91,40	120,53	112,99	51,83	10,41	42,85	107,34	110,38	149,69	337,28	26,92	
12,10	1683226684	6070,0	136,55	174,16	139,97	160,18	112,55	139,67	106,39	27,98	126,30	148,90	79,14	165,31	164,65	162,98	100,75	161,33	45,86	89,61	125,10	113,38	174,04	96,52	110,56	27,77	79,71	143,05	144,41	59,09	103,40	2,080	307,06	27,12	103,49	101,44	58,68	143,47	143,82	90,99	120,53	113,69	53,03	11,10	43,44	107,93	110,38	148,42	337,38	27,00	
12,11	1683226684	6070,0	138,19	173,14	140,58	160,08	112,75	140,75	105,31	27,85	126,92	148,19	77,72	165,51	165,16	163,49	100,35	163,03	45,36	89,61	125,20	113,78	175,02	96,33	111,04	27,70	79,61	142,85	145,12	60,49	102,30	2,080	306,27	26,97	103,49	101,03	59,09	143,57	143,82	92,10	121,84	113,39	51,63	10,71	44,33	106,55	109,40	149,88	336,99	26,92	
12,11	1683226684	6070,0	137,57	175,17	139,77	160,58	112,55	139,76	104,91	27,88	126,50	147,57	79,14	164,80	166,17	164,19	100,15	163,13	45,36	89,71	125,30	113,97	174,73	95,64	110,07	27,70	78,99	141,93	144,11	59,69	102,10	1,387	305,68	27,09	104,51	100,52	58,68	144,28	143,21	91,60	121,54	112,99	52,23	11,40	42,45	106,55	110,38	149,30	337,47	26,86	
12,11	1683226684	6070,0	137,78	172,53	139,97	160,89	112,95	139,67	106,29	27,92	127,53	148,29	79,35	163,69	166,17	163,49	99,65	162,13	45,66	89,80	124,91	113,58	174,04	97,30	110,46	27,70	79,61	142,34	144,01	59,49	102,10	1,486	306,37	27,04	104,10	100,72	60,11	143,77	143,21	90,79	120,94	113,39	52,33	10,80	43,34	107,05	109,99	149,69	336,60	26,92	
12,11	1683226684	6070,0	138,29	173,55	139,97	160,48	112,75	140,66	105,60	27,82	127,43	148,09	78,12	164,09	165,86	162,98	100,25	163,43	46,65	89,21	125,10	113,88	174,14	95,25	110,17	27,67	79,71	142,44	144,51	60,09	100,71	1,090	305,98	27,01	104,92	100,42	58,68	143,36	143,31	90,99	121,34	113,49	52,63	10,80	43,64	107,05	110,67	149,59	336,99	26,91	
12,11	1683226684	6070,0	137,37	174,16	139,97	159,68	112,55	140,66	105,70	27,82	127,22	147,57	78,33	166,12	165,86	163,08	100,75	161,63	45,36	89,21	125,50	113,88	173,65	96,91	110,36	27,79	80,32	143,05	144,11	59,29	101,70	1,684	306,17	27,04	105,03	100,52	59,49	143,97	143,92	91,19	121,14	113,39	51,73	10,90	43,64	107,24	110,48	149,30	337,09	27,09	
12,12	1683226684	6070,0	137,78	174,87	140,58	160,08	112,95	140,16	106,49	27,80	125,99	148,70	79,04	166,02	165,36	162,68	100,75	161,83	46,06	89,01	124,71	113,48	173,84	96,72	111,24	27,82	79,61	142,65	144,51	59,89	102,00	1,882	305,68	26,93	103,69	100,62	58,98	144,48	143,82	90,59	121,74	113,39	52,63	10,51	43,83	106,55	109,40	148,90	336,21	27,05	
12,12	1683226684	6070,0	137,37	175,78	140,07	160,28	112,75	140,16	106,19	27,95	127,12	148,09	77,72	166,73	165,76	163,89	100,35	163,03	46,65	89,41	126,29	113,58	173,26	96,23	109,88	27,79	79,71	143,26	144,01	60,09	100,71	2,080	305,68	27,06	103,90	101,03	58,48	144,99	144,63	92,00	121,54	113,19	52,03	10,71	44,03	107,34	109,30	150,08	337,47	26,96	
12,12	1683226684	6070,0	137,57	173,34	139,47	161,29	112,75	139,76	104,62	27,87	126,71	148,70	79,14	165,41	165,36	163,08	99,75	163,03	45,06	89,80	125,00	113,97	173,65	95,25	111,43	27,73	80,32	143,26	143,91	59,09	102,50	1,585	305,39	27,07	104,92	100,83	59,70	144,78	143,41	90,59	121,34	113,39	52,63	11,50	42,35	107,54	109,99	149,30	337,57	27,03	
12,12	1683226684	6070,0	137,16	174,56	140,17	161,29	112,75	139,07	106,68	27,82	126,30	148,39	78,33	165,51	165,16	163,49	99,95	162,73	46,65	89,61	125,60	113,48	174,24	95,64	109,68	27,73	80,32	142,65	144,61	59,89	101,70	2,278	307,16	27,02	104,10	100,93	58,27	144,99	142,81	91,80	121,94	113,19	52,83	10,90	43,64	106,75	110,58	149,69	337,28	26,90	
12,12	1683226684	6120,0	137,16	174,16	140,58	160,08	112,36	139,76	106,19	27,97	127,02	148,29	78,74	164,90	165,46	164,69	99,65	162,23	45,86	91,09	125,70	113,88	175,02	95,64	108,81	27,75	79,71	143,05	144,51	59,89	102,80	1,981	306,76	27,09	104,72	100,52	58,98	144,68	143,21	91,60	122,04	113,39	52,23	10,90	44,03	107,14	110,18	149,98	337,96	26,97	
12,13	1683226684	6120,0	136,55	175,38	140,48	160,68	113,05	139,17	105,21	27,95	126,40	147,57	79,04	164,90	164,75	163,49	100,05	162,23	45,66	90,10	124,51	113,68	173,45	96,23	111,04	27,79	79,61	143,56	144,51	58,19	100,11	3,269	305,58	27,14	104,72	99,91	59,49	144,28	143,82	91,30	122,64	113,39	52,23	11,40	43,44	106,55	110,28	149,69	337,18	26,96	
12,13	1683226684	6120,0	137,78	175,58	138,96	160,18	112,75	140,06	106,78	27,77	126,71	148,39	78,94	164,90	165,96	165,10	100,85	163,03	45,16	89,41	124,91	112,99	175,02	95,25	111,04	27,84	78,99	143,87	143,60	60,49	101,70	1,288	305,58	27,02	104,31	100,72	59,70	144,28	144,02	93,21	121,94	113,39	52,63	10,71	43,04	107,05	109,60	149,49	337,28	27,00	
12,13	1683226684	6120,0	136,96	173,95	139,26	160,08	113,15	140,16	105,70	27,82	128,15	149,11	78,84	164,70	166,77	163,49	100,75	163,83	46,45	89,80	124,71	113,38	173,94	94,67	109,88	27,79	79,71	142,65	144,01	59,49	101,60	2,278	305,98	26,98	104,72	100,93	59,60	143,47	143,82	90,79	120,94	114,19	51,83	11,10	42,45	106,95	110,09	149,88	337,57	27,03	
12,13	1683226684	6120,0	136,04	173,45	139,26	159,88	112,75	139,67	106,78	27,87	126,30	148,90	79,04	165,31	165,36	163,08	100,55	163,03	46,06	89,61	124,41	113,38	173,45	95,06	110,46	27,75	78,99	143,46	143,30	59,29	102,50	2,575	305,68	26,98	104,82	101,03	59,90	144,07	145,03	91,40	121,14	114,49	52,23	11,40	43,44	107,44	109,79	149,30	337,18	26,97	
12,13	1683226684	6120,0	137,57	174,16	139,97	160,68	112,75	140,36	106,49	27,85	126,30	148,60	79,35	166,12	165,46	164,09	101,15	162,13	46,26	90,10	124,51	113,38	174,04	95,25	109,49	27,77	78,99	143,46	143,91	60,49	101,30	3,467	305,98	26,97	104,00	101,34	59,09	145,60	143,82	91,60	121,14	113,99	52,33	11,50	43,83	106,36	109,99	149,00	336,79	27,00	
12,14	1683226684	6120,0	137,16	174,36	140,58	159,98	112,16	139,17	105,40	27,88	126,71	148,70	79,65	164,90	165,56	163,69	100,35	163,13	45,46	89,71	124,51	112,70	174,24	95,84	111,04	27,77	80,32	143,46	144,51	60,69	101,90	1,882	307,26	27,07	104,31	101,65	59,29	144,38	143,21	92,00	120,74	113,59	52,83	11,10	42,85	107,14	109,69	149,20	337,67	27,00	
12,14	1683226684	6120,0	138,19	173,75	140,88	160,48	113,75	141,15	106,59	27,71	126,71	148,70	79,14	165,41	164,75	162,28	101,46	162,43	46,26	89,01	124,91	114,37	174,63	95,16	110,27	27,89	79,61	142,34	144,51	60,29	103,10	2,278	306,47	26,97	104,41	100,62	59,70	143,47	143,41	91,60	120,63	114,49	52,23	11,10	43,04	107,14	110,48	149,20	337,77	27,05	
12,14	1683226684	6120,0	138,39	173,95	140,58	161,09	112,85	140,26	106,59	27,90	126,92	148,19	79,04	164,80	165,96	163,89	100,85	162,73	45,16	89,80	124,31	113,58	173,65	95,55	110,46	27,89	79,71	142,65	144,51	60,49	101,10	2,080	305,98	27,04	104,82	100,32	58,68	144,28	144,42	92,00	121,24	113,79	52,63	10,51	43,24	107,54	110,87	149,69	336,99	27,06	
12,14	1683226684	6120,0	137,78	173,75	140,48	161,09	112,16	140,26	106,49	27,96	125,68	148,29	78,43	164,90	166,37	163,39	100,35	162,23	46,26	88,22	124,51	113,29	173,84	95,45	110,75	27,75	79,61	143,46	143,80	58,89	102,50	2,476	306,37	27,11	104,00	100,11	59,49	143,36	142,81	90,89	120,74	113,99	53,13	10,80	42,15	106,75	109,69	149,59	337,18	26,91	
12,14	1683226684	6120,0	138,19	173,75	140,17	160,89	112,16	139,67	105,99	27,92	128,15	148,70	78,12	164,80	165,36	163,29	99,95	162,53	45,86	90,20	125,50	113,38	174,53	95,35	109,29	27,89	78,99	142,14	144,11	59,29	102,50	1,882	306,17	27,07	104,10	101,44	58,37	143,16	143,82	91,40	121,34	112,99	51,83	11,30	43,64	106,55	109,60	149,30	337,28	27,05	
12,15	1683226684	6120,0	137,57	175,17	140,48	160,89	112,75	139,57	105,80	27,87	126,61	148,09	78,74	165,41	166,07	162,38	99,75	163,03	44,76	89,11	125,70	113,29	174,04	95,25	109,10	27,67	80,32	143,16	144,51	60,09	102,10	1,486	306,57	26,93	103,69	100,21	58,98	143,77	144,02	90,99	121,34	114,49	52,03	10,21	44,03	106,75	110,09	149,20	337,67	26,91	
12,15	1683226684	6120,0	137,37	174,87	140,17	160,18	112,55	139,67	106,98	27,79	127,84	148,70	79,24	164,90	165,26	163,59	100,95	161,93	45,26	88,81	125,40	113,97	174,92	95,64	109,88	27,77	80,94	143,05	143,91	59,89	101,30	2,873	305,78	26,97	104,31	100,42	58,27	144,18	144,52	91,60	121,14	113,59	52,03	11,10	43,93	107,24	110,38	148,61	337,28	27,07	
12,15	1683226684	6120,0	137,57	174,87	139,57	160,68	112,75	140,36	106,49	27,81	127,12	147,78	78,94	166,73	165,16	162,98	100,35	163,63	45,46	90,00	124,71	113,38	174,43	96,72	109,68	27,67	79,71	143,87	145,12	59,89	102,50	3,071	306,76	26,99	103,90	101,65	59,19	144,28	143,11	90,99	120,53	113,99	51,44	11,00	43,64	106,75	109,99	149,00	336,89	26,97	
12,15	1683226684	6120,0	138,19	174,16	140,07	160,89	112,36	140,16	105,90	28,05	127,22	147,06	78,74	164,30	166,17	162,78	100,55	162,83	45,46	89,11	125,89	113,38	174,43	95,25	109,29	27,66	80,32	142,24	143,91	60,69	102,30	1,486	307,06	27,12	105,03	100,32	58,98	143,57	143,41	90,79	121,14	112,99	51,63	11,40	44,23	107,54	109,99	149,49	337,96	26,82	
12,15	1683226684	6120,0	137,57	172,94	139,97	160,08	112,75	140,16	105,70	27,79	125,58	148,19	79,65	164,19	165,36	163,29	100,25	162,43	46,06	88,12	125,40	113,38	173,84	96,33	110,75	27,82	79,71	142,44	145,02	59,29	101,30	1,090	305,68	26,97	104,10	100,32	59,19	144,28	143,21	91,19	120,94	113,99	52,53	10,31	42,85	106,55	110,97	149,30	337,47	27,00	
12,16	1683226684	6120,0	137,57	173,95	140,17	160,18	112,85	140,26	106,59	27,98	126,61	148,90	78,12	165,51	165,36	163,08	100,85	162,43	45,96	89,90	124,71	114,56	173,94	96,62	110,66	27,72	78,99	142,65	144,01	60,09	102,50	2,080	305,58	27,04	103,69	100,52	59,70	143,36	144,42	90,79	120,94	113,99	52,53	11,50	43,04	107,05	109,60	149,59	337,09	27,02	
12,16	1683226684	6120,0	137,37	173,55	139,57	159,68	113,35	140,16	105,80	27,88	127,12	149,52	79,14	166,63	165,26	162,08	100,35	162,83	46,06	89,21	125,10	114,37	173,16	95,06	110,07	27,71	78,99	142,44	144,01	59,89	101,90	1,486	306,96	27,04	104,51	101,24	59,39	144,18	143,31	90,59	121,44	113,99	52,23	11,70	43,04	107,64	109,50	149,49	337,47	27,00	
12,16	1683226684	6120,0	137,57	174,56	140,17	161,49	112,16	139,57	106,49	27,85	127,53	148,29	78,84	166,63	165,36	162,48	100,75	162,73	45,96	89,01	125,00	112,50	174,73	97,21	109,78	27,75	80,32	143,16	144,51	59,29	101,90	2,476	306,17	27,12	103,49	100,11	59,19	143,77	143,82	90,99	120,94	114,39	52,23	10,51	43,44	106,75	109,79	149,98	337,77	26,97	
12,16	1683226684	6120,0	138,19	174,56	139,97	160,68	113,35	140,16	105,40	27,85	127,02	147,68	78,33	164,90	165,16	163,69	99,95	163,03	46,06	89,71	125,10	113,78	173,84	96,03	110,75	27,76	79,61	142,44	145,12	59,89	101,90	2,377	305,78	27,02	104,00	100,11	59,09	145,09	143,82	91,09	121,14	113,39	52,63	10,90	42,85	106,95	110,09	149,30	335,92	27,00	
12,16	1683226684	6120,0	136,76	174,77	139,57	160,38	112,75	139,57	105,31	27,98	126,30	148,70	79,14	164,80	165,16	163,69	100,55	162,23	46,16	89,41	124,12	112,20	174,63	95,64	110,66	27,79	78,99	143,05	143,50	58,89	101,90	2,278	305,78	27,09	104,82	102,16	58,68	143,97	143,41	91,70	121,44	113,39	53,23	11,70	42,45	107,44	110,97	149,88	336,79	27,09	
12,17	1683226684	6120,0	137,98	174,77	139,37	160,68	113,75	139,57	106,39	27,79	126,81	148,90	78,33	164,90	165,66	163,29	100,55	161,23	46,55	89,61	125,20	113,58	175,02	97,01	110,75	27,72	78,99	142,85	144,11	59,89	100,51	2,278	306,96	26,97	104,92	100,52	58,68	144,18	143,92	91,70	120,94	113,99	52,43	10,71	43,83	107,24	109,40	149,30	338,16	26,90	
12,17	1683226684	6120,0	137,78	174,77	140,58	160,48	112,55	139,37	106,09	27,88	127,43	147,78	78,74	166,12	166,27	163,49	100,05	162,23	46,26	89,80	124,12	112,20	174,43	96,62	110,66	27,66	79,71	144,17	143,70	59,89	100,51	2,080	305,78	27,09	104,31	100,72	59,09	145,39	143,21	90,79	121,44	113,39	52,63	11,50	42,25	106,55	110,38	149,49	337,86	26,82	
12,17	1683226684	6120,0	137,16	174,16	139,16	159,88	113,15	139,76	106,29	27,82	126,71	148,09	79,04	166,12	164,45	162,48	100,25	162,83	45,66	89,61	125,20	113,29	173,94	95,45	109,68	27,79	80,32	144,27	144,51	59,29	103,30	2,674	306,96	26,94	104,31	100,83	60,31	144,99	143,82	91,09	120,74	113,49	52,33	10,71	43,83	106,75	109,60	149,20	337,38	27,09	
12,17	1683226684	6120,0	138,19	174,77	139,97	160,89	112,16	140,95	106,29	27,85	125,68	147,88	78,74	164,30	165,56	162,28	100,15	161,63	44,66	90,00	124,91	112,60	173,65	96,91	108,71	27,77	79,71	142,24	144,01	59,09	103,60	1,684	305,98	27,02	104,62	100,62	58,78	144,28	144,42	90,59	121,74	112,99	52,03	10,61	43,73	107,54	109,60	149,69	337,09	27,00	
12,17	1683226684	6120,0	137,16	173,95	141,18	160,89	112,75	139,17	106,39	27,88	126,09	148,70	78,53	165,41	165,96	162,78	100,55	163,03	46,06	89,80	125,30	113,97	173,94	95,84	108,71	27,67	79,71	142,44	145,12	60,09	101,90	2,873	305,88	27,02	104,31	101,44	59,70	144,07	144,02	90,79	120,74	113,99	51,44	11,30	43,04	107,34	109,99	149,88	337,86	26,91	
12,18	1683226684	6120,0	136,96	173,65	140,17	160,38	112,55	140,85	105,90	27,85	127,02	149,11	79,14	165,41	165,66	163,69	99,95	163,03	46,26	90,40	124,02	113,38	174,04	95,55	110,27	27,77	79,71	143,26	144,71	60,09	101,90	2,080	307,36	27,04	104,00	101,75	59,70	144,07	144,52	91,60	121,84	114,39	52,23	10,80	42,65	107,05	109,79	149,69	337,28	27,02	
12,18	1683226684	6120,0	137,16	174,67	140,38	161,09	112,36	140,26	106,78	27,92	127,63	148,49	77,92	164,90	166,17	163,89	101,05	163,03	44,56	89,80	125,10	113,78	174,63	95,06	111,14	27,60	78,99	142,04	144,31	59,89	101,30	2,278	306,47	27,04	104,62	100,93	60,72	143,36	144,52	91,40	120,94	113,39	50,44	10,71	43,24	105,77	110,97	149,98	337,18	26,91	
12,18	1683226684	6120,0	136,76	174,26	140,38	159,68	112,95	138,58	106,88	27,97	126,81	147,68	78,94	165,31	166,17	163,59	100,35	162,73	45,66	89,61	124,51	114,96	173,65	96,23	110,27	27,71	79,71	143,26	144,31	59,49	102,70	3,170	306,47	27,07	104,31	100,11	59,39	144,58	143,82	90,99	121,74	115,09	52,63	10,71	44,03	106,16	110,38	149,49	336,89	26,93	
12,18	1683226684	6120,0	137,57	173,75	140,78	161,09	112,95	139,67	106,09	27,90	127,02	147,57	78,94	164,70	165,46	163,69	99,15	162,83	46,06	90,00	124,91	113,88	175,02	95,25	109,68	27,82	78,99	142,95	144,51	59,59	101,90	2,476	306,27	26,98	104,00	100,52	58,88	143,67	143,21	91,40	121,74	112,79	51,63	10,80	44,33	106,95	109,40	149,30	336,99	26,91	
12,18	1683226684	6120,0	137,98	174,56	140,68	160,68	113,75	140,85	105,40	27,88	126,71	147,57	79,75	164,90	166,17	162,98	100,85	162,43	45,26	89,41	125,20	113,97	174,43	94,57	109,78	27,77	79,71	144,48	144,51	59,89	101,10	2,080	306,76	27,09	104,31	100,52	58,78	143,97	143,21	90,39	119,93	113,39	51,63	10,51	42,65	106,55	109,69	150,37	337,57	26,95	
12,19	1683226684	6120,0	137,57	174,77	139,57	160,68	111,76	140,75	105,80	27,92	125,89	148,29	79,14	165,41	164,95	164,09	101,15	162,13	46,06	89,01	124,51	113,48	173,94	96,72	110,75	27,65	80,32	142,44	144,01	59,69	101,90	1,981	306,57	27,07	103,90	100,72	59,70	142,96	143,41	91,30	120,53	113,99	51,73	11,10	43,24	106,75	111,07	149,20	336,02	26,89	
12,19	1683226684	6120,0	137,78	173,55	139,67	159,28	112,85	139,67	105,90	27,85	127,02	147,78	79,35	165,41	165,96	163,08	100,55	162,73	46,26	90,00	125,89	112,89	173,16	94,86	110,27	27,79	80,32	142,44	144,51	59,89	101,90	2,278	306,47	26,97	104,62	99,60	59,29	143,97	143,21	90,79	120,33	113,29	52,03	11,30	43,04	106,06	110,09	148,90	337,28	27,02	
12,19	1683226684	6120,0	136,55	174,16	140,17	160,28	112,16	140,16	105,90	27,87	126,40	148,90	78,94	167,24	164,85	163,08	101,15	162,13	45,06	88,81	124,51	113,58	174,63	94,86	110,66	27,79	80,94	143,46	144,51	59,29	102,50	1,684	305,98	27,01	104,00	101,24	59,60	144,99	143,21	90,49	122,24	113,29	53,03	11,10	44,03	106,95	109,60	148,51	338,55	27,03	
12,19	1683226684	6120,0	137,98	174,36	139,87	159,88	112,75	140,36	105,60	27,85	127,74	147,57	79,35	166,02	165,56	163,69	100,55	163,33	45,66	90,00	125,70	112,89	174,04	95,35	111,04	27,73	78,99	143,46	143,91	59,29	101,10	2,278	305,58	26,99	104,51	101,24	59,09	144,78	144,02	91,60	121,44	114,49	52,03	11,10	44,42	106,55	109,40	149,49	336,79	27,03	
12,19	1683226684	6120,0	137,37	174,16	139,97	160,48	112,55	140,26	105,90	27,92	127,02	148,70	78,74	165,51	165,46	163,69	99,05	163,23	45,96	89,21	124,12	113,48	173,45	95,25	110,85	27,75	80,32	142,44	143,91	59,29	101,90	2,080	305,58	27,04	104,72	101,44	59,29	144,68	143,82	91,70	120,74	113,79	52,23	11,00	42,06	107,64	109,40	149,00	336,79	26,97	
12,20	1683226684	6120,0	138,19	175,17	140,07	160,08	112,75	139,57	105,70	27,82	126,71	148,90	78,74	164,90	165,46	162,98	101,05	162,23	45,96	89,11	125,50	113,78	174,43	95,84	109,49	27,77	79,71	143,16	144,01	59,89	102,50	2,278	306,96	27,01	105,13	100,52	58,78	144,28	143,21	90,39	121,34	113,59	52,03	10,51	44,33	106,16	110,38	149,30	337,57	27,00	
12,20	1683226684	6120,0	137,37	174,36	139,97	160,28	112,75	140,16	105,99	27,92	127,12	147,57	78,84	166,02	164,85	163,49	101,05	162,83	46,55	89,21	125,10	114,17	174,43	96,33	108,61	27,82	79,61	143,46	144,51	59,69	101,30	1,684	306,76	27,07	104,51	100,52	58,88	144,38	142,60	91,40	120,94	112,79	53,23	11,00	43,24	107,05	110,87	150,27	337,28	27,00	
12,20	1683226684	6120,0	137,57	174,26	139,37	159,98	112,16	139,67	106,49	27,88	126,50	148,49	78,33	164,09	164,75	162,88	101,56	162,73	46,06	88,81	123,92	113,58	175,02	95,84	109,78	27,77	79,71	143,26	143,50	58,89	101,30	1,882	306,47	27,07	103,90	100,93	58,07	143,57	143,41	91,19	121,54	114,39	53,43	11,10	42,65	107,64	109,60	149,30	337,47	27,00	
12,20	1683226684	6120,0	137,57	174,46	140,17	160,89	113,15	138,67	105,90	28,01	127,74	147,98	78,63	165,41	165,06	163,29	99,05	163,43	46,26	90,00	123,42	112,40	174,73	96,43	111,24	27,65	79,61	142,34	144,51	59,49	101,60	3,269	306,17	27,14	104,51	100,62	58,88	144,38	143,92	91,19	120,94	112,99	52,23	10,71	42,06	106,75	110,97	149,88	336,70	26,87	
12,20	1683226684	6120,0	136,96	172,94	140,17	160,18	112,36	140,16	105,60	27,82	126,40	148,39	79,14	164,90	165,96	162,78	100,55	162,43	45,46	89,21	124,51	114,17	173,84	95,25	110,56	27,76	80,32	143,05	144,51	59,69	101,90	2,575	306,47	26,94	104,00	100,72	59,60	143,16	143,41	91,60	121,34	114,39	51,73	11,10	42,65	106,95	110,38	150,66	337,67	27,00	
12,21	1683226684	6120,0	137,57	175,38	139,97	160,68	112,75	139,17	105,90	27,92	127,94	149,11	78,12	165,51	165,96	163,39	100,05	162,43	46,06	89,71	123,42	113,78	173,65	94,86	109,29	27,73	79,61	144,27	143,60	60,69	101,00	2,873	305,68	27,12	104,41	100,93	58,78	144,58	142,91	90,89	121,44	113,39	52,03	10,51	42,06	107,54	110,18	149,88	337,67	27,03	
